tweetId	text	target	#1Annotator	#2Annotator	#3Annotator	majorityLabel
1251225209316634624	شعور زیادی نیاز نداشت فهمیدن این مطلب که برابری جنسیتی، به معنی این نیست که حق داری هر رفتاری بکنی!	barabariJensiati	NEITHER	FAVOR	FAVOR	FAVOR
1251190231539298305	برابری جنسیتی غیرممکن ست. نه مرد زن ست،نه زن مرد. برپایه و اساس خلقت عمل کنیم همه چیز حله. برابری جنسیتی آخرش در خدمت مرد بودنه. یا از هم پاشی خانواده و جوامع . لقمه غرب حرام ست.	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1251142853410959361	خشونت علیه زنان اساسا در مورد قدرت است وتنها زمانی پایان خواهد یافت که برابری جنسیتی و توانمند سازی کامل زنان به طور واقعی رخ دهد. دبیر کل سازمان ملل متحد	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1251094052264710152	مشارکت در سیاست،برابری دستمزد و تهیه شده است نشان میدهد کشورهای اسکاندیناوی در صدر کمترین نابرابری جنسیتی قراردارند و کشورهایی همچون ایران،پاکستان،سوریه در قعر این لیست قرار  دارد😥😥😭😭	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1250911451541356551	برابری جنسیتی برای موارد زیر هم هست یا نه؟  ارث شهادت حق انتخاب محل زندگی حق داشتن چند همسر حق حضانت فرزند اجازه خروج از منزل بدون اذن همسر تمکین مهریه نفقه حجاب و پوشش	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1250900497642463232	بنظرم باید اول از خونواده شروع بشه باید اعضای خونه بپذیرن برابری جنسیتی و... تا با حمایت خونواده به حقشون برسن اگه این اگاه سازی اتفاق بیوفته دیگه هیچ زنی ازهیچ  عرزشی کتک نمیخوره باغیرتا هم بجای نگاه کردن حمایت میکنن	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1250789887596474368	یه حوزه‌هایی هست که تجربه چندساله توییتر بهم ثابت کرده اگر ازشون بنویسی،حتماً هستند افرادی از همه اقشار که یک دفعه حس می‌کنن به شخصیت‌شون حمله شده و برای همین درصدد پاسخگویی جدی و فوری و قاطع برمیان. یکیش #برابری_جنسیتی و یکیش #گیاهخواری و #وگان بودن.  از دیروز هم، مسلمان بودن 😁	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1250716705820749825	جنیفر گروت امریکایی و قاری ایرانی آیات سوره #حجرات رو درباره برابری جنسیتی زن و مرد همخوانی می کنند، شیخ حسن #اقامیری و #احلام از اهنگهای قدیمی ایرانی فیت میدن.   دنیا عجیب تغییر کرده  @JenniferGrout3 @HasanAghamiri	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1250539189856329729	فمنیست ها هم واقعا رو سفید کردن! تنها استدلالشون اینکه اگه برای زن و مرد برابر باشه اشکالی نداره.  برابری جنسیتی باعث میشه ماهیت غیر انسانی پدیده ای رو نبینیم؟ به دلایل سیاسی پشتش فکر نکنیم؟	barabariJensiati	NEITHER	AGAINST	NEITHER	NEITHER
1250402290374250497	در باب رابطه فمنیسم و اسلام هیچ نیازی برای تلاش برای سازگاری و وحدت این دو به گمان من نیاز نباشه به جز اصلاح احکام فقهی. برابری جنسیتی زن و مرد از هر لحاظ صرفا یکی از مولفه های چند ده سال اخیره و بهتره پذیرفته شه. مثل مولفه های هر عصر و دوران دیگه ای.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1250343957764005889	آدم می‌تونه دیدگاه انتقادی داشته باشه به یه نظریه، در عین حال کلیتش رو قبول داشته باشه. فمنیسم یک مفهوم خیلی گسترده است. شاخه‌های افراطی داره. ولی کلیت مفهوم و اصولش، خیر. منافاتی نداره. برابری جنسیتی و جدیداً نگاه انتقادی به همه روابط قدرت، از قضا خیلی هم به اسلام نزدیکه.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1250199275495022592	با پافشاری زیاد برای رئیسم چای درست کردم و بردم سر میز ش . بعد من نگه داشت و نیم ساعت راجع به برابری جنسیتی برام گفت در حالی که سرخ و سفید شده بود بنده خدا.	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1250046783692115969	زنها چرا انقدر بهم ریختن؟ ۱۴۰۰ ساله اسلام به مردها آزادی داده.خب شما هم آزادیش رو داشته باشید،نخواستید نکنید و اگه از داشتن آزادی میترسید،طبیعیه چون تو بدترینِ كشورها از نظر برابری جنسیتی بزرگ شدیم ولی اونقدر بزرگ شدیم که”حق‌ داشته باشیم” مدل رابطه ای که توش راحتیم رو انتخاب کنیم	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249757552981741570	دارم فکر میکنم اگه برابری کامل جنسیتی وجود داشت احتمالا الان فمنیستا دنبال نابرابری بودن. مثلا میگفتن چرا باید زنا دقیقا همون شغلی رو داشته باشن که مردا دارن. چرا قوانین باید در موردشون یکسان باشه. و اینجوری توجه و سرمایه جذب میکردن.	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1249706629291020291	اصلا برابری یه چیز ذهنی که هیچ وقت تو هیچ جای دنیا به هیچ وجه نمیتونه اجرایی بشه در کمترین حالت اختلاف درک افراد در هر زمینه ای تفاوت بین اونا رو درست میکنه تفاوت و محدودیت های جنسیتی ام همین طور مخصوصا با داشتن تفکرات مذهبی غیر ممکنه فقط باید باهم مهربون بود و کنار اومد	barabariJensiati	AGAINST	NEITHER	FAVOR	-
1249704967595753475	بعضی از توویت هاتون‌ رو میخونم واقعا ناراحت میشم، از یه طرف تمام خانمها میگن که برابری جنسیتی.. خب باشه  درسته...  از یه طرف بعضی از اون بعضی ها وقتی به پست یه مردی احساساتی میخورن مسخره میکنن. خوبین شما؟ میخواین مردا کلا نیست بشن راحت شین؟	barabariJensiati	FAVOR	FAVOR	AGAINST	FAVOR
1249696485958172674	بلی، همین حرف زدن درباره خشونت‌ها و... خود نوعی بسترسازی فکری برای رسیدن به شرایط ایده‌آل است. ما با شرایط ایده‌ال فاصله داریم اما به دنبال آن هستیم. نکته مهم‌تر زیرساخت‌های مذهبی و سنتی جامعه افغانستان است که بدون حل مشکلات آن نمی‌توان به برابری جنسیتی امیدوار بود.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249672516639117313	من این برابری جنسیتی رو ز کل قبول ندارم مثلا من خواهرم تو این سری موارد می‌تونه یه سری کارها بکنه که من عمرا بتونم یا من از نظر قدرتی کارهایی بتونم بکنم که آجیم عمرا	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1249565409889660928	گاهی شنیدن فریاد زنی که خواستار برابری جنسیتی هست برای ما زنها حس خوبیه.چه برسه به روزی که اون دیوار برداشته بشه.تو ایران با این مذهب کوچکترین برابری نداریم ما متاسفانه.شما حق انتخاب داری تو پوششت اما یک زن این حق رو نداره و ....	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249427559370100743	كاملا درسته و يكى از همين تلاش ها موفقيت مديريت خانم ها در اين مورد است كه به نظرم مطرح كردنش هيچ تضادى با تلاش براى رسيدن به برابرى جنسيتى نداره	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249404383277744128	الان فرصت خوبی برای توهمات فمنیستی نیست خانم  کشورهایی که نام بردید عملکرد چندان خوبی نداشتند مثلا در فنلاند وضعیت بسیار وخیم هستش در بلژیک نیز همینطور اینکه شما میخوای حکومت زنانه رو موفق تر از مردانه نشون بدی صرفا برتری جنسیتی هستش نه برابری جنسیتی	barabariJensiati	FAVOR	NEITHER	NEITHER	NEITHER
1249332272240738309	در کل به نظر من چیزی که جا داره فرهنگ توش پیشرفت کنه برابری جنسیتی و رعایت کردن اصول اونه، نه این که مرد در رو برای زن باز بکنه و دخترا موقع حرف زدن یه جوری رفتار کنن مردا حس کنن برترن :) یا پاهاشونو شکل لیدی ها بذارن 😊	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249313856679280640	من دقیقا نمیفهمم این برابری جنسیتی که خانما میگن ینی چی؟!از نظر فیزیکی دوست دارن شبیه مردا باشن یا الان نابرابرن یا چی دقیقا؟	barabariJensiati	AGAINST	AGAINST	NEITHER	AGAINST
1249289329287090176	تلاش برای برابری جنسیتی چریتی نیست. این کار داره از توانایی نصف جامعه که سال ها کنارشون گذاشته بود استفاده میکنه. این سرمایه ی بالقوه ای که قرن ها گوشه ی خونه ها, زیر بار کار روتین بدون مزد خانه داری خاک خورده. این همه گارد نمیفهمم برای چیه!	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249258689590112256	برابری جنسیتی یه شعار کلیشه ایه..... خودمم دوست داشتم واقعی باشه اما واقعا وجود خارجی نداره و فقط نوعی از توهمه..	barabariJensiati	AGAINST	AGAINST	FAVOR	AGAINST
1249215382763823110	چرا یه زن بعداز ازدواج میگن مطلقه بیوه و حتی این واژه نادرست  دست خورده  چرا این تفکر هنوز رواج داره و نمیخواید تلاش کنید که زنان هم باید هی برابری های جنسیتی که مردان دارند برخورد دار باشند‌.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249213043013292034	تبعیض های جنسیتی خیلی اوقات به ضرر مردا و به نفع زناست. ولی به ندرت به این موضوع پرداخته میشه. پ.ن. منکر تبعیض ها علیه زنان نیستم. خواهان برابری کاملم. #سکسیسم #فمنیسم #برابری	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249047643139067905	چون تو همین سرزمینت پسرا همه جور رابطه ایی میتونن داشته باشن همه کار میکنن همه جا هم از برابری جنسیتی حرف میزنن ولی پای خواهر یا دوست دختر یا زن خودشون وسط میاد غیرتی میشن و پدرشونو درمیارن! خود شما و من هم که دم از برابری میزنیم نوبت خودمون که میشه مردسالار میشیم؟؟  جبرجامعس...	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1249035896210378752	من با پیج امثال اینها با فمنیسم اشنا شدم و زده هم نشدم چطور میشه که کسی مورد تبعیض جنسیتی بوده باشه ولی با شنیدن حرفای برابری خواهانه از برابری زده بشه؟؟ من فقط میگم مقدس سازی نکنیم، پیامبر و کتاب مرجع برا این یه مورد نسازیم	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248729222857670656	برابری چیزیه که باید اول خودمون بهش اعتقاد داشته باشیم. اینکه هنوز بگیم چون من زنم پس نمیتونم یا میتونم با برعکسش نشونه نهادینه شدن نگاه جنسیتی توی انسانهاست. خیانت موضوعش زبطی به برابری نداره پس فکر‌میکنم قاطیشون‌نکن.دلیلش ضعف فرهنگی و ازادی هست.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248721966829314048	کاری به حذب یا اینکه کارنامه‌شون چی بوده ندارم! فمنیسم به طور کلی به معنی برابریه و خب من واقعا فمنیست هایی رو دیدم که صرفا دنبال برابری جنسیتی بودن و بنظر من این قابل احترامه.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248321593207652352	چرا شاه باید بالاتر از بی‌بی باشه اصلا؟ چرا برابری جنسیتی رو رعایت نمیکنن؟	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248242184467279873	خود برتر بيني، فمينيست و منينيست واژه هاي اشتباهي هستن كه از هدف اصلي يا همون برابري جنسيتي دورمون مي كنن.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248191306582634501	چرا فعالان حقوق زنان (فمينيستها) در امور سياسى (تحليلهاى سياسى) و در مبارزه با سياسى بودن مردسالارى حضور ندارند؟ چرا اكثر مردان ايرانى دفاع از حقوق زنان (برابرى جنسيتى) را فقط مربوط به زنان ميدانند؟ و چرا در انتخابات (انتصابات و مشروعيت بخشيدن ج. ا.) شركت كردند؟ آيا پشيمانند؟	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1248016361617408000	ماخواهان برابری قومیتی،دینی،جنسیتی و آزادی سیاسی هستیم ومخالف تقدس گرایی و مقام دائمی در پستهای حکومتی هستیم قرار نیست کسی برای عقیده ودین بازخواست شود فقط جنایتکاران وخائنین و کسانی که از قدرت سواستفاده کرده اند دریک دادگاه صالح و با قوانین مورد قبول اکثریت مردم باید محاکمه شوند	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1247990925336379393	عده ی کثیری از جامعه ما وقتی واژه ی #برابری_جنسیتی به گوششان میخورد فکر میکنند یک شعار است یا فرهنگی که هیچگاه به جامعه ی ما نخواهد رسید ولی یادمان نرود #فرهنگ همیشه در حال تغییر است شاید اگر سی سال قبل کسی از کادوی #ولنتاین حرف میزد برامون عجیب بود ولی امروز جزیی از فرهنگ ما شده	barabariJensiati	FAVOR	FAVOR	NEITHER	FAVOR
1247907861260390400	آره ولی فمینیسم یک مفهوم غربیه. عجیبه که چنین اسمی روش میذارن. و خب اسلام اصلا قائل به برابری جنسیتی هم نیست. اتفاقا معتقده زن و مرد تفاوت دارند ولی این تفاوت باعث برتری هیچکدوم نمیشه!	barabariJensiati	AGAINST	AGAINST	NEITHER	AGAINST
1247641975500804098	مفهوم پرایوسی رو درک نمیکنین از برابری جنسیتی حزف میزنین 😒😂	barabariJensiati	NEITHER	NEITHER	FAVOR	NEITHER
1247573999124533248	منم فمنیستم ولی نه گرفتار مکتبشون که ازشون دفاع کنم نه از مردها متنفرم ؛ما توی ایران به فمنیست نیاز داریم من توی ایرانی نه برابری جنسیتی میبینم نه برابری قانونی اینجا نه مادر حقوقی داره نه دخترها نه زن ها عملا همه یک افسار دارن که به یه مردی دادن گفتن هرجور دوست داری رفتار کن	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1247267051804262400	خود کلمه برابر جنسیتی مشکل داره یعنی چی اخه؟؟؟ مرد ها زن بشن؟؟؟ یا زن ها مرد؟؟؟؟ به نظر من هر کسی جای خودش و در جنسیت خودش دارای ارزش هست و برابری خواستن برای جنسیت زن و مرد کلا مشکل داره	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1247219772430794752	حالا به نظر شما به جای #برابری_جنسیتی ، بهتر نیست از #عدالت_جنسیتی دفاع کنیم؟؟؟	barabariJensiati	AGAINST	NEITHER	AGAINST	AGAINST
1247212791548661760	#یه_سوال اگر زنان بالاتر و برتر از مردان هستن پس چرا دنبال #برابری_جنسیتی میگردن؟؟🤔	barabariJensiati	AGAINST	NEITHER	NEITHER	NEITHER
1247120516227444736	حقیقتا دلگیر میشم زمانی که میبینم نخبگان متعهد و داراری چهارچوب مون مخصوصا بانوان محترم در رابطه با برابری جنسیتی نظرشون مثبته!	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1247003026897895430	تعریف شما از برابری جنسیتی چیه؟ میشه بیشتر توضیح بدید؟	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1246843170408841216	برابری جنسیتی تو خونه ما فقط در همین حد جا افتاده که همون شوخی خرکیایی که پسرا با هم میکنن با دخترا هم میکنن	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1246459154102996995	حقوق بايد با مسئوليت متناسب باشه، براي برابري جنسيتي بايد خيلي چيز هاي ديگه تغيير كنه.	barabariJensiati	NEITHER	FAVOR	FAVOR	FAVOR
1246374262191112194	میدونی اگر بخوایم به دو گروه حقوق برابر بدیم و اینو از یه ایده به مصداق اجتماعی تبدیل کنیم باید سعی کنیم منصفانه و منطقی نظر مخالف رو به خودمون نزدیک کنیم من معتقدم برابری جنسیتی فقط در صورتی تحقق پیدا میکنه که همزمان برای دستمزد پایین تر زنان و سربازی اجباری مردان مبارزه کنه.	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1246354923517706240	کلمه فمینیسم از فمن به معنای زنانه بوجود اومده و شعار برابری‌خواهیش ادعای پوچیه. کسانی که به دنبال برابری باشن به خودشون برچسب جنسیتی یا عقیدتی نمیزنن. وقتی  یک جنبش فقط به مشکلات یک جنسیت بپردازه و مشکلات طرف دیگرو نادیده بگیره نمیتونه بگه برابری خواه هستم	barabariJensiati	FAVOR	FAVOR	NEITHER	FAVOR
1246250652205862913	خلاصه مطلب اینه که  بعضی از بانوان کشور پا رو فراتر از حق و حقوق خودشون گذاشتن و با نام #برابری_جنسیتی که اصلا جایی در اسلام نداره علاوه بر کم رنگ کردن حقوق مردان  گاهاً تیشه به ریشه اسلام هم میزنن!  و به اسم #مرد_سالاری دارن ماروسرگرم میکنن که مردان حقوق بانوان رو پای مال میکنند	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1246205407279931398	بخاطر مغز معیوب کسانی که نمیدانند زنده ماندن انسان از برابری نژادی و جنسیتی و... مهمتر است. سیر بودن شکم انسان از زنده ماندن خرس قطبی و کفتار آفریقایی مهم تر است. کار کردن و تامین مايحتاج از حقوق سگ و گربه مهمتر است.	barabariJensiati	AGAINST	AGAINST	NEITHER	AGAINST
1246144134416654336	آزادی حجاب لغو قوانین مزخرف حق طلاق و مهریه و حضانت و اینا سومیش هم میشه برابری جنسیتی که مبحث خیلی وسیعیه	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1246000778046824448	به نظرم درحالت کلی #برابری_جنسیتی به نفع هر دو جنس است لذا ارزش آن را دارد که همه برای برابری تلاش کنن	barabariJensiati	FAVOR	FAVOR	FAVOR	FAVOR
1245751017054048262	برابری واژه غریبیه خیلی نبایدروش زوم کرد برای رسیدن بهرهدفی کافیه محکم باشیدوقاطع نگاه دیگران خودش تغییر میکنه واقعیت اینه همیشه برتری مهمتر ازبرابریه الان زمانیه ک شما حقوق روبدست میاری بهت تقدیم نمیشه پس همه چیزبخودما بسته س دراین راه برتری شخصیتی حرف اولو میزنه ن برابری جنسیتی	barabariJensiati	AGAINST	NEITHER	AGAINST	AGAINST
1245718575244967942	عدالت جنسیتی یعنی چی؟! طبق همون حدیث حضرت امیر که توییت کردید، هرچیزی باید جای خودش باشه. نقش زن و مرد در زندگی مشترک بالذات متفاوته و فمنیسم با رنگ و لعابِ برابری این جایگا‌ه‌های طبیعی رو بهم زد..	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1245675377076449282	اینکه عده ای میگن برابری جنسیتی وجود داره ، به نظرم یه حرف مفت هست. برابری جنسیتی خیر عدالت جنسیتی آری	barabariJensiati	AGAINST	NEITHER	FAVOR	-
1245662252264538112	"بچه ها لطفا اگر در مورد موضوعات زیر یا موارد مرتبط  ""کتاب، پیج اینستا، سایت، مقاله و.."" می‌شناسید بهم معرفی کنید ممنون🤗 *برابری جنسیتی *حقوق زنان *راهکار واسه نویسنده ی بهتر شدن *آسیب شناسی اجتماعی #ريتوييت_لطفا"	barabariJensiati	NEITHER	NEITHER	NEITHER	NEITHER
1245515554833793025	به نظر من چه زن و چه مرد احمقانه‌س که برابری بخوان. اگه برابری این دوتا چاره‌ساز و خوب بود که برابر آفریده میشدن. بهتره به جا اینکه کسی خواسته‌ها و داشته‌هاش رو با جنس مقابل مقایسه کنه، خواستار داشتن حقوق عادلانه بر اساس ویژگیهای جنسیتی و فیزیکی و روحی خودش باشه. بزن زنگو😎	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1245332301602598913	ما لااقل تو حرف دنبال برابری جنسیتی هستیم. من از شما می پرسم چرا آنقدر زیبایی باید دغدغه باشه برای زنان؟ مگه عروسکن؟ مگه این همه نمیگن زن هم انسانه و وسیله جنسی نیست؟ خب این راهشه؟ چرا به جای دروغ (همه زیبان) این و جا نندازیم که زیبایی همه چیز نیست؟	barabariJensiati	FAVOR	NEITHER	FAVOR	FAVOR
1245142339363975170	نه چادر فمنیستیه،نه فمنیست رنگ خاصی داره میگه فمنیست چادری حال به هم زنه!چون پرچم کمال فطری وهویتی گرفته نباید پی برابری شکلی باشه!برابری دوگونه هست عادلانه وغیر عادلانه،اینایی که گفتی بعضا عادلانه هست!خلقت براساس عدالته نه برابری،و برابری یعنی تقابل جنسیتی،چون برابری وجود نداره.	barabariJensiati	AGAINST	NEITHER	AGAINST	AGAINST
1244580662415253504	عدالت جنسیتی آری  برابری جنسیتی خیر برابری جنسیتی اصلا از لحاظ علمی و ریاضیات هم قابل اثبات نیست و یک شعار پوپولیستی و عوام فریبانه است و نمو بیرونی و اجتماعی نمیشود بر آن متصور بود.	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
1244167850912354304	نظر شما هم محترمه ولی هدف این توییت این بود #برابری_جنسیتی موضوع بسیار مزخرفیه  مثل این میمونه که بخوای ماست رو با پارچه برابر بدونی مرد و زن هر کدوم جایگاه و حقوق خودشون رو دارن بر اساس ذات وجودی خودشون	barabariJensiati	AGAINST	AGAINST	AGAINST	AGAINST
